year,race,position,number,driver,car,lap,time_of_day,time,avg_speed
2023,United States,11,10, Gasly,Alpine Renault,47,15:24:41,1:40.412,197.653
2023,United States,12,27, Hulkenberg,Haas Ferrari,45,15:21:45,1:40.925,196.648
2023,United States,13,16, Leclerc,Ferrari,38,15:08:55,1:41.025,196.454
2023,United States,14,2, Sargeant,Williams Mercedes,34,15:03:09,1:41.238,196.041
2023,United States,15,23, Albon,Williams Mercedes,40,15:13:11,1:41.371,195.783
2023,United States,16,20, Magnussen,Haas Ferrari,41,15:15:14,1:41.506,195.523
2023,United States,17,24,Zhou ,Alfa Romeo Ferrari,51,15:32:13,1:41.879,194.807
2023,United States,18,77, Bottas,Alfa Romeo Ferrari,54,15:37:14,1:41.972,194.629
2023,United States,19,81, Piastri,McLaren Mercedes,5,14:12:19,1:42.705,193.240
2023,United States,20,31, Ocon,Alpine Renault,2,14:07:13,1:44.789,189.397
2023,Mexico,1,44, Hamilton,Mercedes,71,16:06:02,1:21.334,190.503
2023,Mexico,2,1, Verstappen,Red Bull Racing Honda RBPT,40,15:23:19,1:21.644,189.780
2023,Mexico,3,4, Norris,McLaren Mercedes,71,16:06:22,1:21.944,189.085
2023,Mexico,4,16, Leclerc,Ferrari,38,15:20:37,1:22.332,188.194
2023,Mexico,5,22, Tsunoda,AlphaTauri Honda RBPT,11,14:19:49,1:22.501,187.808
2023,Mexico,6,55, Sainz,Ferrari,57,15:46:57,1:22.539,187.722
2023,Mexico,7,3, Ricciardo,AlphaTauri Honda RBPT,66,15:59:32,1:22.679,187.404
2023,Mexico,8,81, Piastri,McLaren Mercedes,53,15:41:33,1:22.760,187.220
2023,Mexico,9,23, Albon,Williams Mercedes,65,15:58:20,1:22.773,187.191
2023,Mexico,10,63, Russell,Mercedes,38,15:20:40,1:22.780,187.175
2023,Mexico,11,31, Ocon,Alpine Renault,66,15:59:55,1:22.976,186.733
2023,Mexico,12,2, Sargeant,Williams Mercedes,24,14:38:12,1:23.003,186.672
2023,Mexico,13,20, Magnussen,Haas Ferrari,25,14:39:37,1:23.146,186.351
2023,Mexico,14,77, Bottas,Alfa Romeo Ferrari,43,15:27:45,1:23.166,186.306
2023,Mexico,15,27, Hulkenberg,Haas Ferrari,43,15:27:41,1:23.222,186.181
2023,Mexico,16,10, Gasly,Alpine Renault,43,15:27:43,1:23.230,186.163
2023,Mexico,17,18, Stroll,Aston Martin Aramco Mercedes,43,15:27:46,1:23.257,186.103
2023,Mexico,18,14, Alonso,Aston Martin Aramco Mercedes,40,15:23:39,1:23.531,185.492
2023,Mexico,19,24,Zhou ,Alfa Romeo Ferrari,39,15:22:14,1:23.567,185.412
2023,Brazil,1,4, Norris,McLaren Mercedes,61,15:48:03,1:12.486,214.005
2023,Brazil,2,1, Verstappen,Red Bull Racing Honda RBPT,68,15:56:30,1:13.422,211.277
2023,Brazil,3,3, Ricciardo,AlphaTauri Honda RBPT,68,15:58:53,1:13.866,210.007
2023,Brazil,4,18, Stroll,Aston Martin Aramco Mercedes,67,15:55:54,1:14.007,209.607
2023,Brazil,5,11, Perez,Red Bull Racing Honda RBPT,55,15:40:48,1:14.124,209.276
2023,Brazil,6,31, Ocon,Alpine Renault,53,15:39:01,1:14.206,209.045
2023,Brazil,7,22, Tsunoda,AlphaTauri Honda RBPT,64,15:52:36,1:14.231,208.974
2023,Brazil,8,81, Piastri,McLaren Mercedes,66,15:56:28,1:14.310,208.752
2023,Brazil,9,55, Sainz,Ferrari,59,15:46:04,1:14.406,208.483
2023,Brazil,10,14, Alonso,Aston Martin Aramco Mercedes,54,15:39:33,1:14.442,208.382
2023,Brazil,11,10, Gasly,Alpine Renault,48,15:32:21,1:14.521,208.161
2023,Brazil,12,44, Hamilton,Mercedes,59,15:46:09,1:14.739,207.554
2023,Brazil,13,63, Russell,Mercedes,55,15:41:17,1:14.934,207.014
2023,Brazil,14,27, Hulkenberg,Haas Ferrari,66,15:55:40,1:15.036,206.732
2023,Brazil,15,77, Bottas,Alfa Romeo Ferrari,20,14:56:24,1:15.731,204.835
2023,Brazil,16,2, Sargeant,Williams Mercedes,51,15:36:29,1:15.738,204.816
2023,Brazil,17,24,Zhou ,Alfa Romeo Ferrari,17,14:52:35,1:16.232,203.489
2023,Las Vegas,1,81, Piastri,McLaren Mercedes,47,23:28:54,1:35.490,233.779
2023,Las Vegas,2,1, Verstappen,Red Bull Racing Honda RBPT,44,23:23:34,1:35.614,233.476
2023,Las Vegas,3,16, Leclerc,Ferrari,50,23:33:15,1:35.669,233.342
2023,Las Vegas,4,44, Hamilton,Mercedes,48,23:30:22,1:35.716,233.227
2023,Las Vegas,5,11, Perez,Red Bull Racing Honda RBPT,40,23:17:12,1:35.939,232.685
2023,Las Vegas,6,55, Sainz,Ferrari,47,23:28:44,1:35.984,232.576
2023,Las Vegas,7,63, Russell,Mercedes,44,23:23:53,1:36.071,232.365
2023,Las Vegas,8,14, Alonso,Aston Martin Aramco Mercedes,42,23:20:42,1:36.559,231.191
2023,Las Vegas,9,18, Stroll,Aston Martin Aramco Mercedes,45,23:25:28,1:36.584,231.131
2023,Las Vegas,10,31, Ocon,Alpine Renault,47,23:28:40,1:36.637,231.004
2023,Las Vegas,11,10, Gasly,Alpine Renault,37,23:12:30,1:36.913,230.346
2023,Las Vegas,12,3, Ricciardo,AlphaTauri Honda RBPT,50,23:34:01,1:37.108,229.884
2023,Las Vegas,13,23, Albon,Williams Mercedes,50,23:33:56,1:37.357,229.296
2023,Las Vegas,14,24,Zhou ,Alfa Romeo Ferrari,32,23:04:27,1:37.375,229.253
2023,Las Vegas,15,20, Magnussen,Haas Ferrari,50,23:33:58,1:37.455,229.065
2023,Las Vegas,16,77, Bottas,Alfa Romeo Ferrari,49,23:32:59,1:37.562,228.814
2023,Las Vegas,17,27, Hulkenberg,Haas Ferrari,43,23:22:32,1:37.565,228.807
2023,Las Vegas,18,22, Tsunoda,AlphaTauri Honda RBPT,45,23:26:05,1:37.587,228.755
2023,Las Vegas,19,2, Sargeant,Williams Mercedes,32,23:04:28,1:37.740,228.397
2023,Las Vegas,20,4, Norris,McLaren Mercedes,2,22:08:14,1:59.327,187.079
2023,Abu Dhabi,1,1, Verstappen,Red Bull Racing Honda RBPT,45,18:11:25,1:26.993,218.541
2023,Abu Dhabi,2,11, Perez,Red Bull Racing Honda RBPT,44,18:10:12,1:27.493,217.292
2023,Abu Dhabi,3,23, Albon,Williams Mercedes,45,18:12:27,1:27.845,216.422
2023,Abu Dhabi,4,18, Stroll,Aston Martin Aramco Mercedes,44,18:10:37,1:28.050,215.918
2023,Abu Dhabi,5,81, Piastri,McLaren Mercedes,38,18:01:25,1:28.138,215.702
2023,Abu Dhabi,6,4, Norris,McLaren Mercedes,45,18:11:39,1:28.164,215.639
2023,Abu Dhabi,7,63, Russell,Mercedes,45,18:11:35,1:28.187,215.582
2023,Abu Dhabi,8,16, Leclerc,Ferrari,44,18:10:03,1:28.199,215.553
2023,Abu Dhabi,9,14, Alonso,Aston Martin Aramco Mercedes,42,18:07:26,1:28.256,215.414
2023,Abu Dhabi,10,44, Hamilton,Mercedes,52,18:22:17,1:28.372,215.131
2023,Abu Dhabi,11,3, Ricciardo,AlphaTauri Honda RBPT,47,18:15:06,1:28.571,214.648
2023,Abu Dhabi,12,2, Sargeant,Williams Mercedes,43,18:09:39,1:28.580,214.626
2023,Abu Dhabi,13,24,Zhou ,Alfa Romeo Ferrari,43,18:09:29,1:28.746,214.224
2023,Abu Dhabi,14,10, Gasly,Alpine Renault,35,17:57:16,1:29.016,213.575
2023,Abu Dhabi,15,27, Hulkenberg,Haas Ferrari,58,18:31:51,1:29.217,213.093
2023,Abu Dhabi,16,22, Tsunoda,AlphaTauri Honda RBPT,55,18:26:40,1:29.256,213.000
2023,Abu Dhabi,17,55, Sainz,Ferrari,42,18:07:23,1:29.452,212.534
2023,Abu Dhabi,18,77, Bottas,Alfa Romeo Ferrari,42,18:07:59,1:29.863,211.562
2023,Abu Dhabi,19,20, Magnussen,Haas Ferrari,46,18:14:04,1:29.934,211.395
2023,Abu Dhabi,20,31, Ocon,Alpine Renault,34,17:55:22,1:30.033,211.162
2022,Bahrain,1,16, Leclerc,Ferrari,51,19:31:35,1:34.570,206.018
2022,Bahrain,2,1, Verstappen,Red Bull Racing RBPT,51,19:31:37,1:35.440,204.140
2022,Bahrain,3,55, Sainz,Ferrari,52,19:33:13,1:35.740,203.501
2022,Bahrain,4,11, Perez,Red Bull Racing RBPT,52,19:33:14,1:36.089,202.762
2022,Bahrain,5,44, Hamilton,Mercedes,53,19:34:51,1:36.228,202.469
2022,Bahrain,6,63, Russell,Mercedes,56,19:39:42,1:36.302,202.313
2022,Bahrain,7,77, Bottas,Alfa Romeo Ferrari,53,19:34:55,1:36.599,201.691
2022,Bahrain,8,20, Magnussen,Haas Ferrari,53,19:34:54,1:36.623,201.641
2022,Bahrain,9,24,Zhou ,Alfa Romeo Ferrari,39,19:09:38,1:36.685,201.512
2022,Bahrain,10,14, Alonso,Alpine Renault,44,19:18:02,1:36.733,201.412
2022,Bahrain,11,47, Schumacher,Haas Ferrari,37,19:06:35,1:36.956,200.948
2022,Bahrain,12,4, Norris,McLaren Mercedes,51,19:32:13,1:36.988,200.882
2022,Bahrain,13,22, Tsunoda,AlphaTauri RBPT,53,19:34:57,1:37.104,200.642
2022,Bahrain,14,31, Ocon,Alpine Renault,53,19:34:56,1:37.110,200.630
2022,Bahrain,15,18, Stroll,Aston Martin Aramco Mercedes,49,19:28:47,1:37.146,200.555
2022,Bahrain,16,3, Ricciardo,McLaren Mercedes,50,19:30:34,1:37.261,200.318
2022,Bahrain,17,10, Gasly,AlphaTauri RBPT,34,19:01:03,1:37.324,200.189
2022,Bahrain,18,23, Albon,Williams Mercedes,50,19:30:32,1:37.355,200.125
2022,Bahrain,19,27, Hulkenberg,Aston Martin Aramco Mercedes,49,19:29:00,1:38.201,198.401
2022,Bahrain,20,6, Latifi,Williams Mercedes,51,19:32:16,1:38.251,198.300
2022,Saudi Arabia,1,16, Leclerc,Ferrari,48,21:24:43,1:31.634,242.556
2022,Saudi Arabia,2,1, Verstappen,Red Bull Racing RBPT,50,21:27:46,1:31.772,242.191
2022,Saudi Arabia,3,55, Sainz,Ferrari,48,21:24:50,1:31.905,241.841
2022,Saudi Arabia,4,11, Perez,Red Bull Racing RBPT,46,21:21:47,1:32.042,241.481
2022,Saudi Arabia,5,4, Norris,McLaren Mercedes,46,21:22:26,1:32.753,239.629
2022,Saudi Arabia,6,20, Magnussen,Haas Ferrari,48,21:25:44,1:32.779,239.562
2022,Saudi Arabia,7,63, Russell,Mercedes,43,21:17:24,1:32.821,239.454
2022,Saudi Arabia,8,44, Hamilton,Mercedes,47,21:24:16,1:32.997,239.001
2022,Saudi Arabia,9,31, Ocon,Alpine Renault,46,21:22:25,1:33.103,238.729
2022,Saudi Arabia,10,10, Gasly,AlphaTauri RBPT,42,21:16:17,1:33.468,237.796
2022,Saudi Arabia,11,27, Hulkenberg,Aston Martin Aramco Mercedes,47,21:24:31,1:33.651,237.332
2022,Saudi Arabia,12,14, Alonso,Alpine Renault,33,21:00:34,1:33.831,236.876
2022,Saudi Arabia,13,24,Zhou ,Alfa Romeo Ferrari,45,21:21:14,1:33.924,236.642
2022,Saudi Arabia,14,77, Bottas,Alfa Romeo Ferrari,31,20:57:27,1:33.979,236.503
2022,Saudi Arabia,15,23, Albon,Williams Mercedes,46,21:22:46,1:34.368,235.528
2022,Saudi Arabia,16,18, Stroll,Aston Martin Aramco Mercedes,46,21:22:45,1:34.446,235.334
2022,Saudi Arabia,17,3, Ricciardo,McLaren Mercedes,34,21:02:18,1:34.487,235.232
2022,Saudi Arabia,18,6, Latifi,Williams Mercedes,9,20:18:21,1:37.530,227.892
2022,Australia,1,16, Leclerc,Ferrari,58,16:30:59,1:20.260,236.740
2022,Australia,2,14, Alonso,Alpine Renault,57,16:31:30,1:20.846,235.024
2022,Australia,3,11, Perez,Red Bull Racing RBPT,58,16:31:20,1:21.094,234.305
2022,Australia,4,63, Russell,Mercedes,53,16:24:35,1:21.495,233.152
2022,Australia,5,77, Bottas,Alfa Romeo Ferrari,54,16:26:39,1:21.651,232.707
2022,Australia,6,1, Verstappen,Red Bull Racing RBPT,37,16:01:55,1:21.677,232.633
2022,Australia,7,44, Hamilton,Mercedes,51,16:21:52,1:21.886,232.039
2022,Australia,8,4, Norris,McLaren Mercedes,55,16:27:39,1:22.248,231.018
2022,Australia,9,3, Ricciardo,McLaren Mercedes,54,16:26:22,1:22.451,230.449
2022,Australia,10,31, Ocon,Alpine Renault,58,16:32:01,1:22.469,230.399
2022,Australia,11,24,Zhou ,Alfa Romeo Ferrari,55,16:28:09,1:22.541,230.198
2022,Australia,12,23, Albon,Williams Mercedes,54,16:26:27,1:22.589,230.064
2022,Australia,13,10, Gasly,AlphaTauri RBPT,52,16:23:54,1:22.731,229.669
2022,Australia,14,47, Schumacher,Haas Ferrari,55,16:28:14,1:23.006,228.908
2022,Australia,15,20, Magnussen,Haas Ferrari,44,16:12:51,1:23.071,228.729
2022,Australia,16,22, Tsunoda,AlphaTauri RBPT,56,16:29:42,1:23.342,227.985
2022,Australia,17,18, Stroll,Aston Martin Aramco Mercedes,48,16:18:20,1:23.592,227.304
2022,Australia,18,6, Latifi,Williams Mercedes,49,16:19:55,1:23.882,226.518
2022,Australia,19,5, Vettel,Aston Martin Aramco Mercedes,17,15:30:47,1:25.189,223.042
2022,Emilia Romagna,1,1, Verstappen,Red Bull Racing RBPT,55,16:24:32,1:18.446,225.281
2022,Emilia Romagna,2,16, Leclerc,Ferrari,63,16:36:07,1:18.574,224.914
2022,Emilia Romagna,3,11, Perez,Red Bull Racing RBPT,52,16:20:46,1:18.949,223.845
2022,Emilia Romagna,4,47, Schumacher,Haas Ferrari,55,16:26:33,1:18.999,223.704
2022,Emilia Romagna,5,22, Tsunoda,AlphaTauri RBPT,61,16:33:29,1:20.544,219.412
2022,Emilia Romagna,6,77, Bottas,Alfa Romeo Ferrari,43,16:08:51,1:20.758,218.831
2022,Emilia Romagna,7,4, Norris,McLaren Mercedes,61,16:33:03,1:20.903,218.439
2022,Emilia Romagna,8,63, Russell,Mercedes,57,16:27:45,1:20.962,218.280
2022,Emilia Romagna,9,5, Vettel,Aston Martin Aramco Mercedes,47,16:14:34,1:21.211,217.610
2022,Emilia Romagna,10,20, Magnussen,Haas Ferrari,61,16:33:43,1:21.238,217.538
2022,Emilia Romagna,11,24,Zhou ,Alfa Romeo Ferrari,61,16:34:13,1:21.286,217.410
2022,Emilia Romagna,12,6, Latifi,Williams Mercedes,62,16:35:37,1:21.338,217.271
2022,Emilia Romagna,13,44, Hamilton,Mercedes,50,16:19:00,1:21.419,217.054
2022,Emilia Romagna,14,3, Ricciardo,McLaren Mercedes,61,16:34:47,1:21.577,216.634
2022,Emilia Romagna,15,10, Gasly,AlphaTauri RBPT,34,15:57:05,1:21.713,216.274
2022,Emilia Romagna,16,18, Stroll,Aston Martin Aramco Mercedes,46,16:13:27,1:21.750,216.176
2022,Emilia Romagna,17,23, Albon,Williams Mercedes,61,16:34:02,1:21.757,216.157
2022,Emilia Romagna,18,31, Ocon,Alpine Renault,37,16:01:09,1:21.887,215.814
2022,Emilia Romagna,19,14, Alonso,Alpine Renault,5,15:13:47,1:39.685,177.282
2022,Miami,1,1, Verstappen,Red Bull Racing RBPT,54,17:03:04,1:31.361,213.255
2022,Miami,2,16, Leclerc,Ferrari,53,17:01:34,1:31.488,212.959
2022,Miami,3,55, Sainz,Ferrari,56,17:06:15,1:31.790,212.258
2022,Miami,4,11, Perez,Red Bull Racing RBPT,54,17:03:13,1:31.819,212.191
2022,Miami,5,63, Russell,Mercedes,56,17:06:25,1:32.195,211.325
2022,Miami,6,47, Schumacher,Haas Ferrari,57,17:08:53,1:32.528,210.565
2022,Miami,7,44, Hamilton,Mercedes,55,17:04:54,1:32.941,209.629
2022,Miami,8,22, Tsunoda,AlphaTauri RBPT,55,17:05:11,1:33.035,209.417
2022,Miami,9,31, Ocon,Alpine Renault,56,17:06:34,1:33.163,209.130
2022,Miami,10,77, Bottas,Alfa Romeo Ferrari,56,17:06:31,1:33.184,209.083
2022,Miami,11,3, Ricciardo,McLaren Mercedes,56,17:06:42,1:33.265,208.901
2022,Miami,12,18, Stroll,Aston Martin Aramco Mercedes,52,17:00:23,1:33.312,208.796
2022,Miami,13,14, Alonso,Alpine Renault,53,17:01:52,1:33.331,208.753
2022,Miami,14,4, Norris,McLaren Mercedes,37,16:32:36,1:33.411,208.575
2022,Miami,15,23, Albon,Williams Mercedes,57,17:08:12,1:33.447,208.494
2022,Miami,16,5, Vettel,Aston Martin Aramco Mercedes,50,16:57:12,1:33.479,208.423
2022,Miami,17,20, Magnussen,Haas Ferrari,52,17:00:23,1:33.511,208.351
2022,Miami,18,6, Latifi,Williams Mercedes,53,17:02:09,1:34.169,206.896
2022,Miami,19,10, Gasly,AlphaTauri RBPT,38,16:34:03,1:34.487,206.199
2022,Miami,20,24,Zhou ,Alfa Romeo Ferrari,4,15:39:50,1:35.731,203.520
2022,Spain,1,11, Perez,Red Bull Racing RBPT,55,16:25:00,1:24.108,200.099
2022,Spain,2,44, Hamilton,Mercedes,51,16:19:36,1:24.253,199.755
2022,Spain,3,63, Russell,Mercedes,53,16:22:13,1:24.636,198.851
2022,Spain,4,1, Verstappen,Red Bull Racing RBPT,46,16:11:38,1:25.456,196.943
2022,Spain,5,4, Norris,McLaren Mercedes,53,16:23:01,1:25.619,196.568
2022,Spain,6,31, Ocon,Alpine Renault,54,16:24:23,1:25.935,195.845
2022,Spain,7,55, Sainz,Ferrari,49,16:16:37,1:25.985,195.731
2022,Spain,8,77, Bottas,Alfa Romeo Ferrari,36,15:57:19,1:26.395,194.802
2022,Spain,9,14, Alonso,Alpine Renault,56,16:27:33,1:26.599,194.344
2022,Spain,10,22, Tsunoda,AlphaTauri RBPT,59,16:31:58,1:26.828,193.831
2022,Spain,11,18, Stroll,Aston Martin Aramco Mercedes,54,16:25:24,1:26.876,193.724
2022,Spain,12,10, Gasly,AlphaTauri RBPT,51,16:20:37,1:26.987,193.477
2022,Spain,13,16, Leclerc,Ferrari,25,15:40:18,1:27.030,193.381
2022,Spain,14,6, Latifi,Williams Mercedes,52,16:22:48,1:27.246,192.902
2022,Spain,15,3, Ricciardo,McLaren Mercedes,54,16:24:57,1:27.285,192.816
2022,Spain,16,47, Schumacher,Haas Ferrari,32,15:52:03,1:27.447,192.459
2022,Spain,17,20, Magnussen,Haas Ferrari,3,15:08:50,1:27.537,192.261
2022,Spain,18,5, Vettel,Aston Martin Aramco Mercedes,59,16:32:08,1:27.629,192.059
2022,Spain,19,23, Albon,Williams Mercedes,56,16:29:28,1:28.281,190.641
2022,Spain,20,24,Zhou ,Alfa Romeo Ferrari,12,15:21:48,1:28.415,190.352
2022,Monaco,1,4, Norris,McLaren Mercedes,55,17:50:21,1:14.693,160.834
2022,Monaco,2,22, Tsunoda,AlphaTauri RBPT,61,17:59:29,1:15.334,159.465
2022,Monaco,3,14, Alonso,Alpine Renault,50,17:44:03,1:15.882,158.314
2022,Monaco,4,11, Perez,Red Bull Racing RBPT,46,17:38:05,1:16.028,158.010
2022,Monaco,5,1, Verstappen,Red Bull Racing RBPT,47,17:39:26,1:16.052,157.960
2022,Monaco,6,16, Leclerc,Ferrari,46,17:38:11,1:16.249,157.552
2022,Monaco,7,55, Sainz,Ferrari,47,17:39:24,1:16.421,157.197
2022,Monaco,8,63, Russell,Mercedes,42,17:33:07,1:16.830,156.360
2022,Monaco,9,44, Hamilton,Mercedes,51,17:45:23,1:17.203,155.605
2022,Monaco,10,10, Gasly,AlphaTauri RBPT,61,17:58:30,1:17.344,155.321
2022,Monaco,11,3, Ricciardo,McLaren Mercedes,59,17:55:57,1:17.532,154.945
2022,Monaco,12,5, Vettel,Aston Martin Aramco Mercedes,54,17:49:23,1:17.558,154.893
2022,Monaco,13,31, Ocon,Alpine Renault,50,17:44:08,1:17.571,154.867
2022,Monaco,14,77, Bottas,Alfa Romeo Ferrari,57,17:53:15,1:17.600,154.809
2022,Monaco,15,18, Stroll,Aston Martin Aramco Mercedes,56,17:52:05,1:17.672,154.665
2022,Monaco,16,23, Albon,Williams Mercedes,40,17:31:11,1:18.023,153.969
2022,Monaco,17,24,Zhou ,Alfa Romeo Ferrari,52,17:47:01,1:18.200,153.621
2022,Monaco,18,6, Latifi,Williams Mercedes,43,17:35:05,1:18.579,152.880
2022,Monaco,19,47, Schumacher,Haas Ferrari,24,16:46:27,1:24.778,141.701
2022,Monaco,20,20, Magnussen,Haas Ferrari,18,16:36:37,1:33.754,128.135
2022,Azerbaijan,1,11, Perez,Red Bull Racing RBPT,36,16:11:32,1:46.046,203.787
2022,Azerbaijan,2,1, Verstappen,Red Bull Racing RBPT,50,16:36:14,1:46.050,203.779
2022,Azerbaijan,3,44, Hamilton,Mercedes,39,16:17:36,1:47.044,201.887
2022,Azerbaijan,4,63, Russell,Mercedes,42,16:22:38,1:47.177,201.636
2022,Azerbaijan,5,22, Tsunoda,AlphaTauri RBPT,42,16:23:46,1:47.523,200.987
2022,Azerbaijan,6,16, Leclerc,Ferrari,13,15:28:21,1:47.531,200.972
2022,Azerbaijan,7,23, Albon,Williams Mercedes,48,16:34:33,1:47.966,200.163
2022,Azerbaijan,8,14, Alonso,Alpine Renault,49,16:35:53,1:47.989,200.120
2022,Azerbaijan,9,4, Norris,McLaren Mercedes,37,16:14:17,1:47.997,200.105
2022,Azerbaijan,10,18, Stroll,Aston Martin Aramco Mercedes,38,16:16:33,1:48.038,200.029
2022,Azerbaijan,11,77, Bottas,Alfa Romeo Ferrari,42,16:23:38,1:48.179,199.768
2022,Azerbaijan,12,5, Vettel,Aston Martin Aramco Mercedes,41,16:21:19,1:48.206,199.719
2022,Azerbaijan,13,3, Ricciardo,McLaren Mercedes,44,16:26:53,1:48.276,199.589
2022,Azerbaijan,14,31, Ocon,Alpine Renault,36,16:12:38,1:48.297,199.551
2022,Azerbaijan,15,47, Schumacher,Haas Ferrari,40,16:20:36,1:48.410,199.343
2022,Azerbaijan,16,10, Gasly,AlphaTauri RBPT,39,16:17:30,1:48.519,199.143
2022,Azerbaijan,17,24,Zhou ,Alfa Romeo Ferrari,12,15:27:08,1:48.723,198.769
2022,Azerbaijan,18,20, Magnussen,Haas Ferrari,12,15:27:09,1:48.789,198.648
2022,Azerbaijan,19,55, Sainz,Ferrari,3,15:09:29,1:48.978,198.304
2022,Azerbaijan,20,6, Latifi,Williams Mercedes,37,16:15:36,1:49.583,197.209
2022,Canada,1,55, Sainz,Ferrari,63,15:30:43,1:15.749,207.258
2022,Canada,2,1, Verstappen,Red Bull Racing RBPT,64,15:31:59,1:15.839,207.012
2022,Canada,3,16, Leclerc,Ferrari,62,15:29:37,1:15.901,206.843
2022,Canada,4,44, Hamilton,Mercedes,69,15:38:25,1:16.167,206.120
2022,Canada,5,63, Russell,Mercedes,63,15:30:51,1:16.418,205.443
2022,Canada,6,24,Zhou ,Alfa Romeo Ferrari,63,15:30:59,1:16.578,205.014
2022,Canada,7,77, Bottas,Alfa Romeo Ferrari,60,15:27:06,1:16.927,204.084
2022,Canada,8,14, Alonso,Alpine Renault,64,15:32:15,1:17.010,203.864
2022,Canada,9,31, Ocon,Alpine Renault,62,15:29:40,1:17.110,203.600
2022,Canada,10,18, Stroll,Aston Martin Aramco Mercedes,64,15:32:25,1:17.421,202.782
2022,Canada,11,4, Norris,McLaren Mercedes,63,15:31:13,1:17.495,202.588
2022,Canada,12,10, Gasly,AlphaTauri RBPT,60,15:27:17,1:17.810,201.768
2022,Canada,13,3, Ricciardo,McLaren Mercedes,59,15:25:55,1:17.932,201.452
2022,Canada,14,23, Albon,Williams Mercedes,59,15:25:59,1:17.951,201.403
2022,Canada,15,5, Vettel,Aston Martin Aramco Mercedes,63,15:31:10,1:17.956,201.390
2022,Canada,16,20, Magnussen,Haas Ferrari,11,14:19:19,1:18.046,201.158
2022,Canada,17,22, Tsunoda,AlphaTauri RBPT,15,14:24:22,1:18.309,200.482
2022,Canada,18,6, Latifi,Williams Mercedes,61,15:28:42,1:18.540,199.893
2022,Canada,19,11, Perez,Red Bull Racing RBPT,7,14:12:43,1:18.844,199.122
2022,Canada,20,47, Schumacher,Haas Ferrari,13,14:21:28,1:18.967,198.812
2022,Great Britain,1,44, Hamilton,Mercedes,52,17:21:12,1:30.510,234.312
2022,Great Britain,2,55, Sainz,Ferrari,44,17:08:55,1:30.813,233.530
2022,Great Britain,3,11, Perez,Red Bull Racing RBPT,47,17:13:33,1:30.937,233.212
2022,Great Britain,4,16, Leclerc,Ferrari,52,17:21:14,1:31.282,232.330
2022,Great Britain,5,14, Alonso,Alpine Renault,47,17:13:35,1:31.609,231.501
2022,Great Britain,6,4, Norris,McLaren Mercedes,47,17:13:36,1:31.645,231.410
2022,Great Britain,7,47, Schumacher,Haas Ferrari,48,17:15:13,1:32.109,230.244
2022,Great Britain,8,1, Verstappen,Red Bull Racing RBPT,44,17:09:02,1:32.354,229.633
2022,Great Britain,9,18, Stroll,Aston Martin Aramco Mercedes,52,17:21:32,1:32.379,229.571
2022,Great Britain,10,5, Vettel,Aston Martin Aramco Mercedes,52,17:21:28,1:32.471,229.343
2022,Great Britain,11,3, Ricciardo,McLaren Mercedes,34,16:51:26,1:32.644,228.914
2022,Great Britain,12,20, Magnussen,Haas Ferrari,52,17:21:30,1:32.661,228.872
2022,Great Britain,13,6, Latifi,Williams Mercedes,48,17:15:20,1:33.286,227.339
2022,Great Britain,14,31, Ocon,Alpine Renault,37,16:55:37,1:33.537,226.729
2022,Great Britain,15,22, Tsunoda,AlphaTauri RBPT,51,17:20:13,1:33.832,226.016
2022,Great Britain,16,10, Gasly,AlphaTauri RBPT,18,16:25:51,1:34.614,224.148
2022,Great Britain,17,77, Bottas,Alfa Romeo Ferrari,19,16:26:59,1:35.103,222.996
2022,Austria,1,1, Verstappen,Red Bull Racing RBPT,62,16:17:22,1:07.275,231.063
2022,Austria,2,16, Leclerc,Ferrari,62,16:17:19,1:07.583,230.010
2022,Austria,3,14, Alonso,Alpine Renault,62,16:18:42,1:08.558,226.739
2022,Austria,4,55, Sainz,Ferrari,55,16:08:29,1:08.649,226.438
2022,Austria,5,44, Hamilton,Mercedes,63,16:19:02,1:09.000,225.286
2022,Austria,6,63, Russell,Mercedes,61,16:17:00,1:09.075,225.042
2022,Austria,7,77, Bottas,Alfa Romeo Ferrari,61,16:17:25,1:09.266,224.421
2022,Austria,8,4, Norris,McLaren Mercedes,62,16:18:21,1:09.304,224.298
2022,Austria,9,24,Zhou ,Alfa Romeo Ferrari,50,16:04:04,1:09.380,224.053
2022,Austria,10,31, Ocon,Alpine Renault,62,16:18:10,1:09.559,223.476
2022,Austria,11,47, Schumacher,Haas Ferrari,50,16:03:34,1:09.625,223.264
2022,Austria,12,23, Albon,Williams Mercedes,60,16:16:14,1:09.669,223.123
2022,Austria,13,3, Ricciardo,McLaren Mercedes,61,16:17:17,1:09.924,222.309
2022,Austria,14,20, Magnussen,Haas Ferrari,61,16:17:11,1:09.938,222.265
2022,Austria,15,5, Vettel,Aston Martin Aramco Mercedes,62,16:18:51,1:10.001,222.065
2022,Austria,16,22, Tsunoda,AlphaTauri RBPT,62,16:18:50,1:10.023,221.995
2022,Austria,17,18, Stroll,Aston Martin Aramco Mercedes,64,16:21:05,1:10.048,221.916
2022,Austria,18,10, Gasly,AlphaTauri RBPT,61,16:17:33,1:10.104,221.739
2022,Austria,19,6, Latifi,Williams Mercedes,14,15:20:33,1:10.890,219.280
2022,Austria,20,11, Perez,Red Bull Racing RBPT,5,15:10:13,1:11.843,216.371
