year,race,position,number,driver,car,q1,q2,q3,time,laps
2009,Hungary,13,23, Barrichello,Brawn Mercedes,1:21.558,1:21.222,,,17
2009,Hungary,14,10, Glock,Toyota,1:21.584,1:21.242,,,19
2009,Hungary,15,8, Piquet,Renault,1:21.278,1:21.389,,,21
2009,Hungary,16,6, Heidfeld,Sauber BMW,1:21.738,,,,8
2009,Hungary,17,21, Fisichella,Force India Mercedes,1:21.807,,,,12
2009,Hungary,18,20, Sutil,Force India Mercedes,1:21.868,,,,5
2009,Hungary,19,5, Kubica,Sauber BMW,1:21.901,,,,8
2009,Hungary,20,11, Alguersuari,STR Ferrari,1:22.359,,,,10
2009,Europe,1,1, Hamilton,McLaren Mercedes,1:38.649,1:38.182,1:39.498,,15
2009,Europe,2,2, Kovalainen,McLaren Mercedes,1:38.816,1:38.230,1:39.532,,26
2009,Europe,3,23, Barrichello,Brawn Mercedes,1:39.019,1:38.076,1:39.563,,21
2009,Europe,4,15, Vettel,RBR Renault,1:39.295,1:38.273,1:39.789,,21
2009,Europe,5,22, Button,Brawn Mercedes,1:38.531,1:38.601,1:39.821,,22
2009,Europe,6,4, Räikkönen,Ferrari,1:38.843,1:38.782,1:40.144,,25
2009,Europe,7,16, Rosberg,Williams Toyota,1:39.039,1:38.346,1:40.185,,25
2009,Europe,8,7, Alonso,Renault,1:39.155,1:38.717,1:40.236,,21
2009,Europe,9,14, Webber,RBR Renault,1:38.983,1:38.625,1:40.239,,21
2009,Europe,10,5, Kubica,Sauber BMW,1:38.806,1:38.747,1:40.512,,23
2009,Europe,11,6, Heidfeld,Sauber BMW,1:39.032,1:38.826,,,17
2009,Europe,12,20, Sutil,Force India Mercedes,1:39.145,1:38.846,,,18
2009,Europe,13,10, Glock,Toyota,1:39.459,1:38.991,,,15
2009,Europe,14,8, Grosjean,Renault,1:39.322,1:39.040,,,16
2009,Europe,15,12, Buemi,STR Ferrari,1:38.912,1:39.514,,,17
2009,Europe,16,21, Fisichella,Force India Mercedes,1:39.531,,,,11
2009,Europe,17,17, Nakajima,Williams Toyota,1:39.795,,,,8
2009,Europe,18,9, Trulli,Toyota,1:39.807,,,,10
2009,Europe,19,11, Alguersuari,STR Ferrari,1:39.925,,,,10
2009,Europe,20,3, Badoer,Ferrari,1:41.413,,,,13
2009,Belgium,1,21, Fisichella,Force India Mercedes,1:45.102,1:44.667,1:46.308,,23
2009,Belgium,2,9, Trulli,Toyota,1:45.140,1:44.503,1:46.395,,24
2009,Belgium,3,6, Heidfeld,Sauber BMW,1:45.566,1:44.709,1:46.500,,18
2009,Belgium,4,23, Barrichello,Brawn Mercedes,1:45.237,1:44.834,1:46.513,,23
2009,Belgium,5,5, Kubica,Sauber BMW,1:45.655,1:44.557,1:46.586,,22
2009,Belgium,6,4, Räikkönen,Ferrari,1:45.579,1:44.953,1:46.633,,21
2009,Belgium,7,10, Glock,Toyota,1:45.450,1:44.877,1:46.677,,21
2009,Belgium,8,15, Vettel,RBR Renault,1:45.372,1:44.592,1:46.761,,20
2009,Belgium,9,14, Webber,RBR Renault,1:45.350,1:44.924,1:46.788,,22
2009,Belgium,10,16, Rosberg,Williams Toyota,1:45.486,1:45.047,1:47.362,,20
2009,Belgium,11,20, Sutil,Force India Mercedes,1:45.239,1:45.119,,,18
2009,Belgium,12,1, Hamilton,McLaren Mercedes,1:45.767,1:45.122,,,16
2009,Belgium,13,7, Alonso,Renault,1:45.707,1:45.136,,,16
2009,Belgium,14,22, Button,Brawn Mercedes,1:45.761,1:45.251,,,18
2009,Belgium,15,2, Kovalainen,McLaren Mercedes,1:45.705,1:45.259,,,19
2009,Belgium,16,12, Buemi,STR Ferrari,1:45.951,,,,7
2009,Belgium,17,11, Alguersuari,STR Ferrari,1:46.032,,,,10
2009,Belgium,18,17, Nakajima,Williams Toyota,1:46.307,,,,10
2009,Belgium,19,8, Grosjean,Renault,1:46.359,,,,11
2009,Belgium,20,3, Badoer,Ferrari,1:46.957,,,,11
2009,Italy,1,1, Hamilton,McLaren Mercedes,1:23.375,1:22.973,1:24.066,,23
2009,Italy,2,20, Sutil,Force India Mercedes,1:23.576,1:23.070,1:24.261,,24
2009,Italy,3,4, Räikkönen,Ferrari,1:23.349,1:23.426,1:24.523,,28
2009,Italy,4,2, Kovalainen,McLaren Mercedes,1:23.515,1:23.528,1:24.845,,27
2009,Italy,5,23, Barrichello,Brawn Mercedes,1:23.483,1:22.976,1:25.015,,23
2009,Italy,6,22, Button,Brawn Mercedes,1:23.403,1:22.955,1:25.030,,26
2009,Italy,7,21, Liuzzi,Force India Mercedes,1:23.578,1:23.207,1:25.043,,26
2009,Italy,8,7, Alonso,Renault,1:23.708,1:23.497,1:25.072,,25
2009,Italy,9,15, Vettel,RBR Renault,1:23.558,1:23.545,1:25.180,,23
2009,Italy,10,14, Webber,RBR Renault,1:23.755,1:23.273,1:25.314,,24
2009,Italy,11,9, Trulli,Toyota,1:24.014,1:23.611,,,20
2009,Italy,12,8, Grosjean,Renault,1:23.975,1:23.728,,,22
2009,Italy,13,5, Kubica,Sauber BMW,1:24.001,1:23.866,,,17
2009,Italy,14,3, Fisichella,Ferrari,1:23.828,1:23.901,,,24
2009,Italy,15,6, Heidfeld,Sauber BMW,1:23.584,1:24.275,,,14
2009,Italy,16,10, Glock,Toyota,1:24.036,,,,11
2009,Italy,17,17, Nakajima,Williams Toyota,1:24.074,,,,9
2009,Italy,18,16, Rosberg,Williams Toyota,1:24.121,,,,12
2009,Italy,19,12, Buemi,STR Ferrari,1:24.220,,,,12
2009,Italy,20,11, Alguersuari,STR Ferrari,1:24.951,,,,11
2009,Singapore,1,1, Hamilton,McLaren Mercedes,1:46.977,1:46.657,1:47.891,,14
2009,Singapore,2,15, Vettel,RBR Renault,1:47.541,1:46.362,1:48.204,,17
2009,Singapore,3,16, Rosberg,Williams Toyota,1:47.390,1:46.197,1:48.348,,15
2009,Singapore,4,14, Webber,RBR Renault,1:47.646,1:46.328,1:48.722,,19
2009,Singapore,5,23, Barrichello,Brawn Mercedes,1:47.397,1:46.787,1:48.828,,20
2009,Singapore,6,7, Alonso,Renault,1:47.757,1:46.767,1:49.054,,17
2009,Singapore,7,10, Glock,Toyota,1:47.770,1:46.707,1:49.180,,18
2009,Singapore,8,6, Heidfeld,Sauber BMW,1:47.347,1:46.832,1:49.307,,19
2009,Singapore,9,5, Kubica,Sauber BMW,1:47.615,1:46.813,1:49.514,,18
2009,Singapore,10,2, Kovalainen,McLaren Mercedes,1:47.542,1:46.842,1:49.778,,18
2009,Singapore,11,17, Nakajima,Williams Toyota,1:47.637,1:47.013,,,14
2009,Singapore,12,22, Button,Brawn Mercedes,1:47.180,1:47.141,,,16
2009,Singapore,13,4, Räikkönen,Ferrari,1:47.293,1:47.177,,,14
2009,Singapore,14,12, Buemi,STR Ferrari,1:47.677,1:47.369,,,16
2009,Singapore,15,9, Trulli,Toyota,1:47.690,1:47.413,,,13
2009,Singapore,16,20, Sutil,Force India Mercedes,1:48.231,,,,10
2009,Singapore,17,11, Alguersuari,STR Ferrari,1:48.340,,,,9
2009,Singapore,18,3, Fisichella,Ferrari,1:48.350,,,,11
2009,Singapore,19,8, Grosjean,Renault,1:48.544,,,,10
2009,Singapore,20,21, Liuzzi,Force India Mercedes,1:48.792,,,,8
2009,Japan,1,15, Vettel,RBR Renault,1:30.883,1:30.341,1:32.160,,14
2009,Japan,2,9, Trulli,Toyota,1:31.063,1:30.737,1:32.220,,20
2009,Japan,3,1, Hamilton,McLaren Mercedes,1:30.917,1:30.627,1:32.395,,21
2009,Japan,4,20, Sutil,Force India Mercedes,1:31.386,1:31.222,1:32.466,,20
2009,Japan,5,23, Barrichello,Brawn Mercedes,1:31.272,1:31.055,1:32.660,,18
2009,Japan,6,6, Heidfeld,Sauber BMW,1:31.501,1:31.260,1:32.945,,19
2009,Japan,7,22, Button,Brawn Mercedes,1:31.041,1:30.880,1:32.962,,18
2009,Japan,8,4, Räikkönen,Ferrari,1:31.228,1:31.052,1:32.980,,23
2009,Japan,9,2, Kovalainen,McLaren Mercedes,1:31.499,1:31.223,,,21
2009,Japan,10,12, Buemi,STR Ferrari,1:31.196,1:31.103,,,12
2009,Japan,11,16, Rosberg,Williams Toyota,1:31.286,1:31.482,,,17
2009,Japan,12,7, Alonso,Renault,1:31.401,1:31.638,,,14
2009,Japan,13,5, Kubica,Sauber BMW,1:31.417,1:32.341,,,15
2009,Japan,14,10, Glock,Toyota,1:31.550,,,,13
2009,Japan,15,11, Alguersuari,STR Ferrari,1:31.571,,,,14
2009,Japan,16,3, Fisichella,Ferrari,1:31.704,,,,11
2009,Japan,17,17, Nakajima,Williams Toyota,1:31.718,,,,8
2009,Japan,18,8, Grosjean,Renault,1:32.073,,,,8
2009,Japan,19,21, Liuzzi,Force India Mercedes,1:32.087,,,,9
2009,Brazil,1,23, Barrichello,Brawn Mercedes,1:24.100,1:21.659,1:19.576,,30
2009,Brazil,2,14, Webber,RBR Renault,1:24.722,1:20.803,1:19.668,,28
2009,Brazil,3,20, Sutil,Force India Mercedes,1:24.447,1:20.753,1:19.912,,28
2009,Brazil,4,9, Trulli,Toyota,1:24.621,1:20.635,1:20.097,,29
2009,Brazil,5,4, Räikkönen,Ferrari,1:23.047,1:21.378,1:20.168,,30
2009,Brazil,6,12, Buemi,STR Ferrari,1:24.591,1:20.701,1:20.250,,35
2009,Brazil,7,16, Rosberg,Williams Toyota,1:22.828,1:20.368,1:20.326,,31
2009,Brazil,8,5, Kubica,Sauber BMW,1:23.072,1:21.147,1:20.631,,30
2009,Brazil,9,17, Nakajima,Williams Toyota,1:23.161,1:20.427,1:20.674,,32
2009,Brazil,10,7, Alonso,Renault,1:24.842,1:21.657,1:21.422,,27
2009,Brazil,11,10, Kobayashi,Toyota,1:24.335,1:21.960,,,22
2009,Brazil,12,11, Alguersuari,STR Ferrari,1:24.773,1:22.231,,,25
2009,Brazil,13,8, Grosjean,Renault,1:24.394,1:22.477,,,23
2009,Brazil,14,22, Button,Brawn Mercedes,1:24.297,1:22.504,,,23
2009,Brazil,15,21, Liuzzi,Force India Mercedes,1:24.645,,,,12
2009,Brazil,16,15, Vettel,RBR Renault,1:25.009,,,,13
2009,Brazil,17,2, Kovalainen,McLaren Mercedes,1:25.052,,,,12
2009,Brazil,18,1, Hamilton,McLaren Mercedes,1:25.192,,,,11
2009,Brazil,19,6, Heidfeld,Sauber BMW,1:25.515,,,,11
2009,Brazil,20,3, Fisichella,Ferrari,1:40.703,,,,3
2009,Abu Dhabi,1,1, Hamilton,McLaren Mercedes,1:39.873,1:39.695,1:40.948,,20
2009,Abu Dhabi,2,15, Vettel,RBR Renault,1:40.666,1:39.984,1:41.615,,21
2009,Abu Dhabi,3,14, Webber,RBR Renault,1:40.667,1:40.272,1:41.726,,21
2009,Abu Dhabi,4,23, Barrichello,Brawn Mercedes,1:40.574,1:40.421,1:41.786,,24
2009,Abu Dhabi,5,22, Button,Brawn Mercedes,1:40.378,1:40.148,1:41.892,,25
2009,Abu Dhabi,6,9, Trulli,Toyota,1:40.517,1:40.373,1:41.897,,24
2009,Abu Dhabi,7,5, Kubica,Sauber BMW,1:40.520,1:40.545,1:41.992,,25
2009,Abu Dhabi,8,6, Heidfeld,Sauber BMW,1:40.558,1:40.635,1:42.343,,24
2009,Abu Dhabi,9,16, Rosberg,Williams Toyota,1:40.842,1:40.661,1:42.583,,25
2009,Abu Dhabi,10,12, Buemi,STR Ferrari,1:40.908,1:40.430,1:42.713,,27
2009,Abu Dhabi,11,4, Räikkönen,Ferrari,1:41.100,1:40.726,,,20
2009,Abu Dhabi,12,10, Kobayashi,Toyota,1:41.035,1:40.777,,,17
2009,Abu Dhabi,13,2, Kovalainen,McLaren Mercedes,1:40.808,1:40.983,,,16
2009,Abu Dhabi,14,17, Nakajima,Williams Toyota,1:41.096,1:41.148,,,18
2009,Abu Dhabi,15,11, Alguersuari,STR Ferrari,1:41.503,1:41.689,,,19
2009,Abu Dhabi,16,7, Alonso,Renault,1:41.667,,,,12
2009,Abu Dhabi,17,21, Liuzzi,Force India Mercedes,1:41.701,,,,10
2009,Abu Dhabi,18,20, Sutil,Force India Mercedes,1:41.863,,,,10
2009,Abu Dhabi,19,8, Grosjean,Renault,1:41.950,,,,12
2009,Abu Dhabi,20,3, Fisichella,Ferrari,1:42.184,,,,12
2008,Australia,1,22, Hamilton,McLaren Mercedes,1:26.572,1:25.187,1:26.714,,14
2008,Australia,2,4, Kubica,Sauber BMW,1:26.103,1:25.315,1:26.869,,15
2008,Australia,3,23, Kovalainen,McLaren Mercedes,1:25.664,1:25.452,1:27.079,,13
2008,Australia,4,2, Massa,Ferrari,1:25.994,1:25.691,1:27.178,,12
2008,Australia,5,3, Heidfeld,Sauber BMW,1:25.960,1:25.518,1:27.236,,16
2008,Australia,6,11, Trulli,Toyota,1:26.427,1:26.101,1:28.527,,17
2008,Australia,7,7, Rosberg,Williams Toyota,1:26.295,1:26.059,1:28.687,,21
2008,Australia,8,9, Coulthard,Red Bull Renault,1:26.381,1:26.063,1:29.041,,18
2008,Australia,9,12, Glock,Toyota,1:26.919,1:26.164,1:29.593,,17
2008,Australia,10,15, Vettel,STR Ferrari,1:26.702,1:25.842,,,18
2008,Australia,11,17, Barrichello,Honda,1:26.369,1:26.173,,,13
2008,Australia,12,5, Alonso,Renault,1:26.907,1:26.188,,,10
2008,Australia,13,16, Button,Honda,1:26.712,1:26.259,,,13
2008,Australia,14,8, Nakajima,Williams Toyota,1:26.891,1:26.413,,,13
2008,Australia,15,10, Webber,Red Bull Renault,1:26.914,,,,8
2008,Australia,16,1, Räikkönen,Ferrari,1:26.140,,,,3
2008,Australia,17,21, Fisichella,Force India Ferrari,1:27.207,,,,9
2008,Australia,18,14, Bourdais,STR Ferrari,1:27.446,,,,10
2008,Australia,19,20, Sutil,Force India Ferrari,1:27.859,,,,9
2008,Australia,20,18, Sato,Super Aguri Honda,1:28.208,,,,9
2008,Australia,21,6, Piquet,Renault,1:28.330,,,,6
2008,Australia,22,19, Davidson,Super Aguri Honda,1:29.059,,,,9
2008,Malaysia,1,2, Massa,Ferrari,1:35.347,1:34.412,1:35.748,,17
2008,Malaysia,2,1, Räikkönen,Ferrari,1:35.645,1:34.188,1:36.230,,13
2008,Malaysia,3,23, Kovalainen,McLaren Mercedes,1:35.227,1:34.759,1:36.613,,12
2008,Malaysia,4,22, Hamilton,McLaren Mercedes,1:35.392,1:34.627,1:36.709,,18
2008,Malaysia,5,11, Trulli,Toyota,1:35.205,1:34.825,1:36.711,,18
2008,Malaysia,6,4, Kubica,Sauber BMW,1:35.794,1:34.811,1:36.727,,13
2008,Malaysia,7,3, Heidfeld,Sauber BMW,1:35.729,1:34.648,1:36.753,,13
2008,Malaysia,8,10, Webber,Red Bull Renault,1:35.440,1:34.967,1:37.009,,18
